timestamp,machine_id,machine_name,manufacturer,temperature,vibration,pressure_in,pressure_out,power_kw,runtime_hours,failure,failure_reason,maintenance_done,maintenance_comments
2024-07-17,M001,Compressor,GE,80.36336032382066,0.4085309068738723,53.10274107980867,44.195313115684684,96.11735601023386,22,0,None,0,Checked pressure
2024-07-18,M001,Compressor,GE,66.14487626171152,0.522745993460413,56.53571377141214,36.96258382719386,101.84633858532304,20,1,Wear,1,Replaced filter
2024-07-19,M001,Compressor,GE,84.64810582328435,0.3935168847136994,50.54355899813693,45.5288182351388,109.20666715713071,15,0,None,0,Lubricated parts
2024-07-20,M001,Compressor,GE,72.73277544450639,0.5566894070787087,49.17749782919048,44.28504532646237,80.6542980449895,7,0,Leak,0,Replaced filter
2024-07-21,M001,Compressor,GE,86.58595579007404,0.41793176816482897,54.816880646221605,47.063904634682494,108.2206015999449,16,0,None,0,Lubricated parts
2024-07-22,M001,Compressor,GE,93.96792982653947,0.4988556552530271,52.066770438118226,44.29550722766325,108.72161859353454,5,0,Wear,0,Checked pressure
2024-07-23,M001,Compressor,GE,64.29107501938887,0.5482472415243185,48.88268607337075,48.57000247046046,104.73237624573545,7,1,Overheat,0,Replaced filter
2024-07-24,M001,Compressor,GE,74.27171087343127,0.48887960001897307,41.25465282914193,38.29298251026918,83.78305379056516,7,0,Overheat,0,None
2024-07-25,M001,Compressor,GE,75.58208718446,0.38570297021693767,51.788936801741414,47.803922631841175,110.83051243175277,20,0,Leak,0,Replaced filter
2024-07-26,M001,Compressor,GE,85.53802052034902,0.42670488649562766,50.976732362734865,42.220275511126914,98.72265171536114,23,0,Leak,0,Lubricated parts
2024-07-27,M001,Compressor,GE,74.60363857960381,0.4465337258149936,41.05751747509752,46.78652270968317,95.85468194610108,14,0,Leak,0,Lubricated parts
2024-07-28,M001,Compressor,GE,75.80198712540815,0.42846962907400316,53.39798874467338,41.34816684141432,102.16458589581976,17,0,Wear,0,Replaced filter
2024-07-29,M001,Compressor,GE,61.92085700330625,0.30094004504226357,45.7122555716945,49.200026883112145,117.81291077026367,5,0,Overheat,0,Lubricated parts
2024-07-30,M001,Compressor,GE,68.22584332285243,0.5945381690087568,56.33203427686438,46.88648132730204,116.5135098647949,7,0,Leak,0,Replaced filter
2024-07-31,M001,Compressor,GE,72.62608038793331,0.6872005680472304,49.90278929550226,40.337041717194595,87.05057525520141,9,0,None,0,Replaced filter
2024-08-01,M001,Compressor,GE,73.94881495253587,0.6441273289066116,42.8206892441028,50.815818760774796,100.10233061019586,9,0,None,1,None
2024-08-02,M001,Compressor,GE,78.44068131402022,0.5926232542885034,53.039192701674025,50.16256396413941,89.65597643514316,23,0,None,1,Checked pressure
2024-08-03,M001,Compressor,GE,77.04282942001329,0.4331025172683315,45.65957887297756,42.274811923264544,87.32617698487665,23,0,Leak,0,Lubricated parts
2024-08-04,M001,Compressor,GE,63.75048262167143,0.6281920380314202,49.85789271200466,36.41787777028014,89.57038606397148,15,0,None,1,Replaced filter
2024-08-05,M001,Compressor,GE,88.26471668319047,0.5551737010465074,46.44936021036258,36.06164194034109,87.79429895718145,11,0,None,0,Replaced filter
2024-08-06,M001,Compressor,GE,86.44371535474684,0.5857864658788466,46.865710652309225,38.28996347973322,96.74026859018511,17,0,Leak,0,None
2024-08-07,M001,Compressor,GE,107.53985126087606,0.47289595377114574,46.93452658545811,54.56158819919985,110.65227082546917,9,0,Leak,0,Checked pressure
2024-08-08,M001,Compressor,GE,81.24119817052156,0.562834550926428,49.93876613576543,40.51372814257084,100.75804558193727,9,0,Wear,0,None
2024-08-09,M001,Compressor,GE,68.22838288487888,0.5888984294277153,52.48032116612938,45.277860784719834,100.60232921489091,18,0,Overheat,1,Checked pressure
2024-08-10,M001,Compressor,GE,86.54354338408923,0.4522618269424679,46.67886278347789,51.800556831240854,79.6292406502786,23,0,Wear,0,Lubricated parts
2024-08-11,M001,Compressor,GE,90.70032280542672,0.532271856033809,45.86384528223839,47.59673257120586,115.32738913002578,21,0,Wear,0,None
2024-08-12,M001,Compressor,GE,75.45607839925594,0.5389179576144539,48.6629968105831,44.48079441285,108.43574022780345,22,0,Leak,0,None
2024-08-13,M001,Compressor,GE,64.33678521760031,0.4102763668638694,57.62914978625415,46.83454708548487,102.09496862632359,14,1,None,0,Checked pressure
2024-08-14,M001,Compressor,GE,66.60278157819224,0.44006073545559776,39.380521378450965,42.37122489159619,92.40867338446301,13,0,Wear,0,Replaced filter
2024-08-15,M001,Compressor,GE,76.50393786476208,0.672774762743426,42.53699317792154,41.76850250349626,95.96445043153089,7,0,None,0,Checked pressure
2024-08-16,M001,Compressor,GE,82.0024295336242,0.48677005560575376,49.631944421040465,43.588894055063946,102.95477524423184,21,0,Wear,0,Replaced filter
2024-08-17,M001,Compressor,GE,64.02654131433341,0.5005243699718183,50.23490296882371,42.749672642603784,106.22849932347499,18,0,Leak,0,Replaced filter
2024-08-18,M001,Compressor,GE,78.35948742854161,0.5494409287249828,49.99182016677951,42.8698383071779,112.7546324865362,22,0,Wear,0,None
2024-08-19,M001,Compressor,GE,74.08433939350162,0.3979616752737845,48.65452781035525,52.445225869422394,108.77825168480113,23,0,None,1,Checked pressure
2024-08-20,M001,Compressor,GE,83.23352516278965,0.705245274174549,51.25597486109837,42.73101667513922,79.70769144906012,19,0,None,1,None
2024-08-21,M001,Compressor,GE,94.61303471963637,0.32966175606448456,49.722261505516904,46.92032724469654,99.67305251905907,6,0,None,0,Replaced filter
2024-08-22,M001,Compressor,GE,63.98748095152888,0.5487673274923294,53.73684015805901,43.54653845984478,120.55092608621473,22,0,Leak,1,Lubricated parts
2024-08-23,M001,Compressor,GE,71.80639992466342,0.4764140191849323,49.61618045485834,53.41463232186468,123.8163679450795,16,0,Leak,0,Checked pressure
2024-08-24,M001,Compressor,GE,68.00274492007415,0.5213979910734222,49.43835975154585,43.89515200233389,106.14166700043425,19,0,None,0,Checked pressure
2024-08-25,M001,Compressor,GE,82.57507710047305,0.6780729438145223,51.262398941717926,47.00109485203519,92.15488106186697,18,0,Overheat,1,Lubricated parts
2024-08-26,M001,Compressor,GE,66.2875311888507,0.47732505727017743,46.1445672974778,47.8808729973555,111.89599781284748,16,0,Leak,0,Lubricated parts
2024-08-27,M001,Compressor,GE,77.23336158696355,0.4701894730647035,60.86421147686653,52.81406783104055,105.55640239633534,19,0,Wear,0,Replaced filter
2024-08-28,M001,Compressor,GE,88.95731935928563,0.36903507099881017,40.43111209865822,49.70642289030238,100.27690931616213,5,0,Leak,0,Lubricated parts
2024-08-29,M001,Compressor,GE,76.27365478537156,0.5797484204478315,50.72602030142729,53.975822783194815,99.25492353468827,6,0,Wear,0,Checked pressure
2024-08-30,M001,Compressor,GE,69.35442996730426,0.39979532763712655,51.398786748933546,31.295225777701493,95.41380723057001,18,0,Wear,0,Lubricated parts
2024-08-31,M001,Compressor,GE,71.93283600678183,0.43481638921978405,50.23699335658207,40.69793317358024,96.15444455770175,14,1,Leak,1,Replaced filter
2024-09-01,M001,Compressor,GE,86.06329104828443,0.5771638149301337,46.38330458774383,57.169240392012085,82.29756811658108,21,0,None,0,None
2024-09-02,M001,Compressor,GE,64.67370930965706,0.5668100951756713,49.05396170252161,47.8965171843611,104.97291777830775,9,0,Overheat,0,None
2024-09-03,M001,Compressor,GE,77.89774856896413,0.7075400798645439,54.35562351715846,43.369882339160796,112.01213922163944,11,0,None,0,Lubricated parts
2024-09-04,M001,Compressor,GE,70.91924626978448,0.6998049542287028,42.10239621343703,38.94749420465316,83.86589344449209,6,0,None,0,Replaced filter
2024-09-05,M001,Compressor,GE,76.65194380120577,0.5568936674469641,45.625966431276495,42.99813563416224,105.09378116336106,11,0,None,0,Checked pressure
2024-09-06,M001,Compressor,GE,87.47327055231725,0.45031409673273787,51.93922440765233,48.29352562854877,90.90842382914876,9,0,Leak,1,Replaced filter
2024-09-07,M001,Compressor,GE,87.86974963849593,0.455536244175436,47.86296028775262,42.23677113326497,109.63850318715362,23,0,Wear,0,Lubricated parts
2024-09-08,M001,Compressor,GE,84.73557447520125,0.32212797510957214,57.480221557445915,48.27182828177029,99.44415329089544,16,0,Overheat,0,Replaced filter
2024-09-09,M001,Compressor,GE,81.43353931054071,0.656470458493353,56.024853236503745,48.362125094475466,93.70128354379219,23,0,None,1,Lubricated parts
2024-09-10,M001,Compressor,GE,73.16530846403536,0.7538691101737487,52.61976333553897,42.059565868427235,98.66599142108456,13,0,None,0,Replaced filter
2024-09-11,M001,Compressor,GE,85.517834670159,0.47526322491398953,49.6726132312127,49.037086805414006,108.40527250251556,15,0,None,0,Lubricated parts
2024-09-12,M001,Compressor,GE,74.6150827998026,0.6038826145111929,46.50891985842324,40.46548252929123,92.79367764696816,22,0,Overheat,1,Replaced filter
2024-09-13,M001,Compressor,GE,67.00889429174735,0.4835464341950304,50.00349558778587,45.79127990476684,93.22433787266293,23,0,None,0,Replaced filter
2024-09-14,M001,Compressor,GE,76.49286563472478,0.4967246729784002,47.282876144331176,41.43577108661418,101.06430227691897,18,0,Wear,0,Lubricated parts
2024-09-15,M001,Compressor,GE,90.91717323188156,0.4982076426438146,48.50681104100741,41.42095065565691,101.09732639187793,14,0,None,0,Replaced filter
2024-09-16,M001,Compressor,GE,73.16063844591021,0.5485315996560454,46.136664288632645,44.55389412203165,100.29983634527157,7,0,None,0,Replaced filter
2024-09-17,M001,Compressor,GE,69.75479733720226,0.5489374561227918,43.88936095554027,48.56499215086194,97.59674601841866,18,0,None,1,None
2024-09-18,M001,Compressor,GE,71.25179192450402,0.47241904343980085,44.71234374283329,41.98281872548618,97.42877728752782,14,0,Leak,0,Replaced filter
2024-09-19,M001,Compressor,GE,58.302208279316,0.6764686934262719,43.792493845254384,40.91847295472577,113.1576650828216,16,0,Leak,0,Lubricated parts
2024-09-20,M001,Compressor,GE,57.46892953061784,0.46330268011196174,52.36198321419679,45.83207574381444,90.24020191708334,18,0,Overheat,0,Lubricated parts
2024-09-21,M001,Compressor,GE,83.69740440228412,0.6057124933356308,43.20826140356924,42.65280543295227,89.99282842056655,17,0,None,1,Lubricated parts
2024-09-22,M001,Compressor,GE,93.53965377311879,0.4991763432937922,56.79578813605279,44.256517879438896,93.2075808328656,10,0,Leak,0,Replaced filter
2024-09-23,M001,Compressor,GE,91.20533445165877,0.6570494635261139,44.98121054218315,47.55148194791162,98.41898509929801,18,0,Overheat,0,Replaced filter
2024-09-24,M001,Compressor,GE,83.06593247913686,0.35656350328411546,52.90511004932993,37.379923791364845,92.01560952582946,8,0,Leak,0,Lubricated parts
2024-09-25,M001,Compressor,GE,79.93317900880889,0.5184836123694874,45.70821109909393,48.501549397044954,94.24362173762226,17,0,None,0,Lubricated parts
2024-09-26,M001,Compressor,GE,76.22009814645361,0.39540873311429015,41.097216583947585,48.83991634847285,116.0123822714204,11,0,Overheat,0,None
2024-09-27,M001,Compressor,GE,84.85722716823564,0.4405535451861778,51.08753952846781,54.729356424138416,106.91620680950868,21,0,None,1,Replaced filter
2024-09-28,M001,Compressor,GE,87.86148455106442,0.3473448138302253,49.71047546331108,49.0924236731927,101.33847654246,18,0,None,0,Replaced filter
2024-09-29,M001,Compressor,GE,88.56856774218889,0.4640562725975098,56.783166910917274,31.437547540760132,113.47855781329037,7,0,Wear,1,Lubricated parts
2024-09-30,M001,Compressor,GE,87.97406114862625,0.2919982439153099,43.579295579550184,51.66929809880357,103.17815065629136,8,0,Leak,0,None
2024-10-01,M001,Compressor,GE,61.50536428574476,0.558550346085858,53.566997951027226,45.235086065618724,112.23170950591458,16,0,None,1,Checked pressure
2024-10-02,M001,Compressor,GE,68.16568209869877,0.3318179674866771,41.20700500002926,40.636846863144946,107.93657941980354,7,0,Leak,1,Checked pressure
2024-10-03,M001,Compressor,GE,59.08685504124093,0.5636631484412815,48.77465190841832,40.584213774517615,93.5144814394063,10,1,None,0,None
2024-10-04,M001,Compressor,GE,83.01857332040166,0.48508108402412814,46.70293294274499,42.618111495153165,105.97306041465308,23,0,Leak,0,Replaced filter
2024-10-05,M001,Compressor,GE,80.55376816806908,0.4377129503576716,47.52015476836765,44.15942552187353,96.26600731623431,22,0,None,1,Lubricated parts
2024-10-06,M001,Compressor,GE,63.26429792987875,0.6378274786335725,53.417928726005414,44.334709576644656,111.2567878436963,7,0,Wear,0,None
2024-10-07,M001,Compressor,GE,74.30977485003773,0.48124213357297485,50.62577348531444,46.1482258846899,90.34382400122848,10,0,None,0,Replaced filter
2024-10-08,M001,Compressor,GE,66.46585960250346,0.569476103084654,44.69586602082952,27.59595585619958,91.29776757856489,23,0,Leak,0,Lubricated parts
2024-10-09,M001,Compressor,GE,80.83928185325964,0.46407079092129405,52.95327415346155,50.54351790291454,108.20482181197364,14,0,None,0,None
2024-10-10,M001,Compressor,GE,80.07274031107298,0.4958378506707485,52.78028323914428,42.290504378057264,106.38891045936774,11,0,None,1,Lubricated parts
2024-10-11,M001,Compressor,GE,76.91099068019903,0.5046436548156149,43.200719295100406,48.731267830136105,106.45484181141076,7,0,Leak,0,Lubricated parts
2024-10-12,M001,Compressor,GE,96.6325472330546,0.4648859306179161,55.536942141693565,47.78589330334624,92.96105349699566,8,0,None,1,Replaced filter
2024-10-13,M001,Compressor,GE,82.51902618032699,0.5976899078037066,46.52289185055012,44.79214951228738,120.20401963682112,16,0,Overheat,0,Lubricated parts
2024-10-14,M001,Compressor,GE,67.60125723536612,0.5732123607333072,55.40034500161082,36.49503224030623,95.93507123303738,8,0,Wear,0,Checked pressure
2024-10-15,M001,Compressor,GE,64.78767182869287,0.5708356447299353,51.219003568855996,42.17960684631636,87.19695601329106,21,1,Overheat,0,None
2024-10-16,M001,Compressor,GE,83.72457328280144,0.46563116520622166,57.74604738263152,39.41707097873076,88.28656990269027,10,0,Leak,0,Checked pressure
2024-10-17,M001,Compressor,GE,84.50502755282625,0.4657024171697371,52.52750905305746,44.85537557912565,102.6966935739707,12,0,None,0,Checked pressure
2024-10-18,M001,Compressor,GE,72.69943564403617,0.519652116970147,53.54501878794256,44.55132152856387,114.40117215449473,18,0,None,0,Lubricated parts
2024-10-19,M001,Compressor,GE,69.26110517664867,0.4535608923386262,43.36772602773267,50.77292140929685,85.46573502725595,17,0,Wear,0,Lubricated parts
2024-10-20,M001,Compressor,GE,94.65327508453711,0.6215155008871753,53.71042294261899,49.69924051764844,108.46013544671268,13,0,None,0,Lubricated parts
2024-10-21,M001,Compressor,GE,90.0339830176715,0.5877362290575672,48.89517913085168,45.134429194972654,102.08382807947552,5,0,Overheat,1,Lubricated parts
2024-10-22,M001,Compressor,GE,54.58265131575709,0.5632116101268378,45.10616676069373,46.75945533953218,101.32780698264155,7,0,Wear,0,Checked pressure
2024-10-23,M001,Compressor,GE,78.71959900758497,0.48280683096354793,50.73124003909428,47.610601786275396,105.18066943845092,11,0,Wear,0,Checked pressure
2024-10-24,M001,Compressor,GE,88.07986637140105,0.44202990885263727,49.879475609237495,43.89043773603223,87.8548104435073,22,0,Leak,0,None
2024-10-25,M001,Compressor,GE,64.68423753129842,0.44707017624537804,53.09343273923953,50.6466221876975,129.6501035172072,22,0,Leak,0,Lubricated parts
2024-10-26,M001,Compressor,GE,74.0337109337678,0.4824398699288967,46.20190579475845,42.93843440632569,85.88039023455748,19,0,Wear,1,Checked pressure
2024-10-27,M001,Compressor,GE,70.16813537700627,0.6573986763290033,43.8711716849883,37.6781255989509,102.24451818559972,8,0,Leak,0,Lubricated parts
2024-10-28,M001,Compressor,GE,85.47098302612154,0.559978385596473,55.66773387251353,38.61389767038458,84.51220177487788,22,0,None,0,Checked pressure
2024-10-29,M001,Compressor,GE,78.23800127605945,0.47085100210065095,41.74754394981119,44.74788574139256,98.43269601777475,11,0,Wear,0,Lubricated parts
2024-10-30,M001,Compressor,GE,85.6240150987512,0.3705318524279094,55.8041339368926,42.661493993440544,103.46503881730716,17,0,Leak,1,Lubricated parts
2024-10-31,M001,Compressor,GE,69.08696784907968,0.3047814778596556,45.565009696352334,47.120702095394954,121.89750287809187,16,0,Overheat,0,Replaced filter
2024-11-01,M001,Compressor,GE,62.400800336268446,0.5847079009985034,56.1125045744344,51.07254642652674,99.10477389752094,16,0,None,0,Lubricated parts
2024-11-02,M001,Compressor,GE,71.78376863954037,0.4548994969870072,50.74588630172468,42.61159927052896,93.76129803989879,9,0,Wear,0,Lubricated parts
2024-11-03,M001,Compressor,GE,69.6326145975849,0.6971668750461817,48.934323316663395,45.338767863810816,104.00114474648217,19,0,Leak,0,Replaced filter
2024-11-04,M001,Compressor,GE,75.63856301334143,0.512058993389071,48.0278907646074,42.86357187196134,92.79209581063562,10,0,Overheat,0,None
2024-11-05,M001,Compressor,GE,79.8389231724189,0.5150418905143577,51.824805012331126,57.01707792619138,99.42381202966415,12,0,None,0,Checked pressure
2024-11-06,M001,Compressor,GE,76.8064546427544,0.5751740273393576,54.19592433858156,54.07686342413453,90.09973763693739,10,0,None,1,Checked pressure
2024-11-07,M001,Compressor,GE,70.59992609004597,0.4738033563681447,47.46160108767169,46.511994221191124,92.14646857487946,10,0,None,1,Checked pressure
2024-11-08,M001,Compressor,GE,72.02436496640009,0.6375706813311619,49.249722064837364,45.62788226735771,98.26928175716131,19,0,None,0,Lubricated parts
2024-11-09,M001,Compressor,GE,75.15579047581467,0.7212191309384686,55.55993856905322,34.243851910646654,117.68298308396771,10,0,None,0,Checked pressure
2024-11-10,M001,Compressor,GE,52.50904271944061,0.43170076696488774,50.29571061136211,50.6305851300769,95.45755724846738,16,0,Wear,0,Lubricated parts
2024-11-11,M001,Compressor,GE,74.8006460475419,0.602244095239381,39.07144758762328,49.27450189810355,109.79410900834061,15,0,Overheat,0,Checked pressure
2024-11-12,M001,Compressor,GE,72.47314311999037,0.5392084529700869,49.055516561077624,47.7653663822024,99.66313473091284,20,0,None,1,Lubricated parts
2024-11-13,M001,Compressor,GE,65.49651816898265,0.4171071919134078,50.817387395837265,41.41566889821205,115.58679910088983,17,0,Overheat,0,Checked pressure
2024-11-14,M001,Compressor,GE,76.0537550614596,0.36659745050817955,46.99316178024393,46.598909670712686,84.0700626646833,8,0,Overheat,1,Lubricated parts
2024-11-15,M001,Compressor,GE,79.40474737960399,0.3998231721435345,50.34235684264335,57.730241667022376,104.13056533786182,13,0,Overheat,0,None
2024-11-16,M001,Compressor,GE,78.16742058804438,0.650966245839604,45.713627901291375,39.70850197520436,106.92699325994212,11,0,Overheat,0,Lubricated parts
2024-11-17,M001,Compressor,GE,79.5754263619808,0.3812401580970487,51.54910355113514,48.168884404660496,104.13799097451498,21,0,Leak,0,Replaced filter
2024-11-18,M001,Compressor,GE,61.73579313141007,0.5752702148572627,47.264523513064496,45.81786667794327,95.65174238089755,11,0,Wear,0,Checked pressure
2024-11-19,M001,Compressor,GE,68.0911958771379,0.5568983079185276,58.14198311564269,43.10436129506257,97.96419639897638,12,0,Wear,0,Lubricated parts
2024-11-20,M001,Compressor,GE,86.61923602147081,0.3448469453249823,56.192749774559665,43.92533747007304,94.79086180663316,12,0,None,0,Lubricated parts
2024-11-21,M001,Compressor,GE,77.05428596271469,0.6227668992473292,43.951794906543974,53.362861934188516,104.19019009366045,12,0,Overheat,1,Checked pressure
2024-11-22,M001,Compressor,GE,68.24013727025603,0.5522777950465891,42.219966336131584,35.89047633673823,76.64427275833373,23,0,None,1,Lubricated parts
2024-11-23,M001,Compressor,GE,70.00702760428003,0.5075187087606187,56.13525029985076,41.25410379685435,102.25342753689067,11,0,None,0,Replaced filter
2024-11-24,M001,Compressor,GE,68.17965616800686,0.3825510117506862,42.31774129754886,39.0467571391065,100.60029005752013,7,0,Wear,0,Lubricated parts
2024-11-25,M001,Compressor,GE,58.89155544438253,0.4993929088460107,54.19245387225821,45.40914679273782,99.01110346808858,7,0,Wear,0,Replaced filter
2024-11-26,M001,Compressor,GE,80.78117097473893,0.4477597865772974,47.8294491025201,42.2811028338833,100.87314974008564,14,0,Overheat,1,None
2024-11-27,M001,Compressor,GE,80.46691605771314,0.7464877635857683,48.499298578037546,41.747934826450035,105.29693132905443,7,1,None,0,Replaced filter
2024-11-28,M001,Compressor,GE,84.50796300336148,0.16115719173436066,49.45981150105375,44.65604576782561,95.8792754431621,17,0,None,0,None
2024-11-29,M001,Compressor,GE,78.01695134946041,0.334356713482885,56.28218171172595,50.71993959601082,79.84400563336902,6,0,Overheat,1,Replaced filter
2024-11-30,M001,Compressor,GE,69.36350972573658,0.4589068843700816,48.16387892022504,41.466216213909114,103.02449714360124,5,0,None,1,Checked pressure
2024-12-01,M001,Compressor,GE,68.72071513246051,0.5949554135441324,42.575510157750486,32.230394325490224,109.34319911239274,9,0,Wear,0,Lubricated parts
2024-12-02,M001,Compressor,GE,87.07809308461002,0.4683349970738772,54.39321754863022,48.810992003961054,99.701095260977,10,0,None,0,Lubricated parts
2024-12-03,M001,Compressor,GE,73.25686294965251,0.4005893766957807,49.84530501422188,35.199209958530844,120.60558616616052,8,0,Leak,0,None
2024-12-04,M001,Compressor,GE,85.11903311826745,0.5321052333332164,52.472978741605495,44.41671395083865,104.65045461015183,6,0,Leak,1,Replaced filter
2024-12-05,M001,Compressor,GE,76.66652828563514,0.4911657340990905,54.60674801493248,52.052840025025795,112.14479133907346,12,0,None,0,None
2024-12-06,M001,Compressor,GE,68.95660928436688,0.49241826041817865,55.465342933066054,47.87684813596188,75.66097743451965,18,1,None,1,Checked pressure
2024-12-07,M001,Compressor,GE,76.85767492086771,0.39233390654756706,41.106845833950985,51.27599242226626,101.88416008297429,12,0,Overheat,0,None
2024-12-08,M001,Compressor,GE,84.96047685805816,0.4243204911430539,42.89094666629078,52.506668259777435,96.77320161157864,8,0,None,0,Replaced filter
2024-12-09,M001,Compressor,GE,72.49166983544953,0.6455618690081116,58.996357875095,48.72900625530202,105.93429173193609,6,0,Leak,1,Replaced filter
2024-12-10,M001,Compressor,GE,64.55190805978967,0.30336434106239984,60.28103564970161,39.483958171391585,97.78746376414227,18,0,None,0,Lubricated parts
2024-12-11,M001,Compressor,GE,72.2318670011108,0.46500218728455833,52.74737396249367,55.644732778728,106.88678023685426,12,0,Wear,0,Replaced filter
2024-12-12,M001,Compressor,GE,86.24798644593191,0.42006059238385646,51.472623712269275,36.412521329296204,94.59846611625748,19,0,None,0,Replaced filter
2024-12-13,M001,Compressor,GE,78.1405296759986,0.4026250352041924,41.13694935842089,49.01722906182791,108.52166788251833,7,0,Wear,0,None
2024-12-14,M001,Compressor,GE,87.89752754082745,0.5673181351269958,49.30772008008113,38.87850881855317,97.90976742713974,14,0,Leak,0,None
2024-12-15,M001,Compressor,GE,66.494795457907,0.6544526003678094,54.72596863506797,48.43283003075781,77.86772651973169,8,0,None,0,Checked pressure
2024-12-16,M001,Compressor,GE,60.501434345190944,0.3893691818771658,47.72905220844242,40.89828087734652,91.82814533391004,14,0,Wear,0,Lubricated parts
2024-12-17,M001,Compressor,GE,54.05879372336223,0.3474343685429905,56.31292051713591,42.240709270537764,125.58199285668252,18,0,Overheat,0,Checked pressure
2024-12-18,M001,Compressor,GE,74.80024571280097,0.4333479518726485,58.03059745915647,52.812297534310574,90.07657160125149,17,0,None,0,None
2024-12-19,M001,Compressor,GE,78.85884383084326,0.2695897660242713,51.84788801343743,46.80572385173434,94.2091969152057,5,0,Leak,0,Checked pressure
2024-12-20,M001,Compressor,GE,64.75813175670795,0.6854092566334189,56.10516847762676,47.910488517343076,97.73515901150168,18,0,None,1,Replaced filter
2024-12-21,M001,Compressor,GE,65.4056076327652,0.5356166877224843,50.24337419163413,47.558688345395026,91.44669485610741,17,0,None,0,Replaced filter
2024-12-22,M001,Compressor,GE,70.8857902734063,0.552874884579966,46.543413144916116,33.881939845022345,72.85892699508913,9,0,None,0,None
2024-12-23,M001,Compressor,GE,67.00501666836513,0.509990554390241,50.72980804856575,42.67839827751267,96.53915582827592,8,0,Leak,0,Replaced filter
2024-12-24,M001,Compressor,GE,65.45938252253677,0.4046395386980302,44.65374703023921,35.31740632745942,95.19797625852982,13,0,Overheat,0,None
2024-12-25,M001,Compressor,GE,82.1408611295253,0.510164428768951,44.344868042540284,36.185837580786526,89.7335926526427,19,0,None,1,Lubricated parts
2024-12-26,M001,Compressor,GE,59.374541431134574,0.4470947322653705,53.971323398109135,38.72855288415376,102.9355793216663,23,0,None,1,Replaced filter
2024-12-27,M001,Compressor,GE,61.43418195376595,0.417688193865192,49.179102941897476,47.34999130381585,119.14712305997992,6,0,Wear,0,Lubricated parts
2024-12-28,M001,Compressor,GE,61.621265087897676,0.5551559270212424,48.81678907234477,50.7514526545808,104.04257195013452,6,0,None,0,Checked pressure
2024-12-29,M001,Compressor,GE,66.15984545440793,0.5944490972391197,46.55385464891572,43.48766580896324,91.85036015434557,7,0,None,0,Replaced filter
2024-12-30,M001,Compressor,GE,70.17256477817968,0.4046671391741288,50.61335157997398,53.1233922923478,103.23079273116029,18,0,Wear,1,Checked pressure
2024-12-31,M001,Compressor,GE,72.47646497873713,0.588310977714716,49.61081401493599,44.097600432046875,131.93107567844862,10,0,Wear,0,Replaced filter
2025-01-01,M001,Compressor,GE,61.42597040213789,0.4737216611017531,56.35315530329112,41.46347329835834,90.56616950630064,13,0,None,0,Replaced filter
